should_ban	comment_text
0	"""

AWARD OF THE PURPLE HEAD TO TOMSTAR81

We of Wikipedia suck up admin staff felt that for your courageous and forthright censorship of truthseekers was exemplary and deserved reconition on the time honoured traditions of facist dictators and mass murderers by giving you a badge award. This Badge you see above the """"Purple Head"""" can be worn on the front of your forehead. Without your speedy and diligent banning of users like Truthseekers Wiki might gain some factual and unbiased information and this is something that we at Wiki are keen to avoid.  Users who can block and ban newcomers without question and then fend them off without providing good rerasons are exactly the calibre of sanshonest leaders we require and should you ever require any help with blocking hundreds of thousands of people - please feel free to call on any facist aligned admin at any time. 

,
,"""
0	"Discussion
Any additional comments:
I noticed that the article you linked to uses both Aba Women's Riot and Women's war but not Aba Women's War specifically. Did you mean to call it Aba Women's war or did you mean to use riot, because if you meant the former we still need a source that uses that name?174.93.163.194"
0	So it's OK with someone with NO first-hand knowledge to report on someone who DOES?? That's seriously messed up, Dude. What about my rights to post the truth? Why not block North8000 for infringing on my right to share complete information?  236TruthTeller.
1	"My user page 

Hey jews bitch!! I was expecting that you will remove my user page too, as you deleted my article without providing a logic reason!!! take care your lords will be angry on you!!! 

About the material in my page, IT is my opinion and i will NOT change it; you have one of three choices, 
 remove the page
 block my account 
 or go fuck your parents. 
In any case It is a dishonore for me to remain in the same place with a bastard like ou.
 
Dude!, I suggest you the third choice, it is more suitable to a shit like you. 
Did you learned now to never miss respect others?"
0	The internet, as a whole, is less biased than any other source of information. If we can keep the Cabal from controlling content, and allow all of those disparate opinions to act as filtering agents for the article, it will enable a single Wikipedia page to be as informative and balanced as researching all of the Google results on a subject. 18px|Wikipedians for self-rule
1	Go to the devil, cultist! You don't own this place. And I ain't your dude, mofo!
0	"""

Rpo.castro ... you're just another Kante4's alias ... there's no other vandalism besides yours, khm """"Kante4"""", nazi attitude ... You always try to divert any contribution that you dislike (Why?) to vandalism when you're wrong. Just last time you talked about """"""""DIFFERENT TOURNAMET SCHEME"""""""". It's not like every tournament, that's held every two years or so, changes their competition structure. I'm wondering how didn't you say they abolished that funny named """"presidents cup"""" which is nothing else fancy name for group losers placement playoffs. And when you lack any reason then you push your nazi button and call others vandals. Stop using other accounts to add nothing constructive in article where you obviously didnt contribute ... just removing some clearing tables. As even i wont remember in the middle of the night why and where these nationakl teams were placed trhat way against each other. few words notification like """"1-4 placement"""" """"play against each other"""" you so sold as explanation actually lacks any evidence explanation for someone just try to casually read article after few months."""
1	ya'll stupid muthafuckas need to mind ya'll own business
0	Although not officially released, they deserve an article (at least Van Gogh), has happens with 50 cent's Power of the Dollar.
1	Diannaa wants us to be blocked and she's far from uninvolved. If I get blocked for writing and maintaining an FA that's also core or vital or some such shit, then it tells a story. And I am so willing to take my first block over this. Am not willing to spend my Saturday going all over the place gather diffs.
1	"heY TOdds! Quick Q? 

Why Are You So Gay"
0	"""
More weasel or pov wording. The paragraph beginning """"ICMEC found in its initial report that only 27 countries had legislation needed to deal with child pornography offenses"""". This entire paragraph is just a series of claims made by ICMEC, not even a claim made by or supported by a neutral third party, so it should be worded to reflect that. We have more weasel in """"ICMEC has worked with legislatures in 100 countries to adopt new laws combating child pornography"""". We have sources given for this. The first is invalid, being a press release from ICMEC. the second, Rhona Schuz (2014). The Hague Child Abduction Convention: A Critical Analysis. A&C; Black. pp. 82–83, makes no mention of at all of child pornography, but talks about a conference on child custody problems in which the ICMEC took part, and which, according to the source resulted in """"little to solve the problems"""". The third source is a strategic plan by the Hague Conference on Private International Law which again does not mention child pornography once. 
The last source talks about ICMEC being involved in training law enforcement officers in Thailand about child exploitation issues. This is not """"working with legislatures to adopt new laws"""". So the """"ICMEC has worked with legislatures in 100 countries to adopt new laws combating child pornography"""" claim is actually unsourced.   """
1	"Please stop vandalising my writings in the dog article 

Nothing in my writing here is controvertial and in need of citation. It can all be looked up by the reader on any level. Do you need citations that dogs did not decend thousands of years ago from the wolves that are alive today, as most people believe? Do I need proof that they decended thousands of years ago from the wolves that LIVED thousands of years ago? Why does this need citation? Is this your problem? I am merely pointing out the error that so many, many people make. They hear that dogs decended from wolves, and they look around and see the only wolves left in the world in any number today are the wolves of northern lattitudes...they see the grey wolf of northern Eursaia and the timber wolf of North America, and believe that all dogs decended from them. Humans are a tropical creature that moved into the colder regions. Everywhere man goes, wolf populations dwindle, as anybody knows, and in ancient times, before man, there were wolves all over the world, adapted to their own climates. What part of this needs citation? Obviously, the first dogs to be bred were the ones where the people first lived, which is obviously the warmer climates, and it was THESE wolves that gave rise to most of our dog breeds, not the northern wolves. Now the wolves of the colder regions are the only ones left in number, the wolves in warmer places, where dogs were first bred, are almost all gone. Some northern breeds decended from northern wolves, yes. The spitz breeds and sled dogs, etc. This is all so obviuous, can you tell me what part of this you don't understand, and need citations about? I feel like I am talking to a child. If I tell my child that George Washington was the first president, to I have to give a citation? This stuff doesn't need citation.

You are a vandal, because you, as the only person on earth who doesn't agree with this, erased three whole paragraphs, not once but twice, on the grounds that there were no references, even though much larger tracts of the article are more controvertial and have no citations. You erased every word I wrote, even though all of it is true, none of it is controversial, and this is nothing but pure vandalism.

You need citation that dogs interbreed with coyotes? Why? How can you not already know that? How is this possible? And articles about the Russian jackal-dog hybrid are all over the web. Can you use a search engine? Look up the pre-caudal gland in any veterinary text. Things that are controvertial or new need citations to the new or controvertial sources, but when something become so widely-known that it can be found in every reference work out there, it no longer needs specific citation. For anything I wrote, you can look it up in Britannica. If you read something that you did not know, it doesn't mean the author needs to cite references for you, it just means you need to do your own homework. I am merely pointing out the things that are such a big part of common knowledge, and using them to prove that dogs did not all decend entirely from modern wolves of the colder climate where people didn't even live when dogs were first domesticated. In all my years of veterinary practice, I have probably told 100's of my patients that dogs decended from warm-climate wolves, NOT all of them come from the northern wolves. Now, after all these years, I am confronted by a web vandal who tells me I have to cite freaking references about this. It is purely annoying. 

If you erase my writings again I will report you as a vandal. Really, do NOT do it again.

Morgan Wright"
0	What is wrong with a neutrally coloured map showing WHO figures? The facts is stated above???
0	"""

Minnesota Meetup

2009Proposed date: Saturday, October 10. Details under discussion.Please share this with anyone who may be interested. 

Delivered by   """
0	http://en.wikipedia.org/wiki/Wikipedia:LIVING#Privacy_of_names is really laughable by the way.  It's nothing but Wikipedia-fueled censorship.  Not that I'm surprised - Wikipedia thrives on censorship.  It is pathetic, really.
0	"""== Bhagavad Gita Talk page ==

Hello! Welcome to Wikipedia!

I noticed that you posted on the Bhagavad Gita Talk page. However, your discussion was not about how to improve the article, so I removed it. Please note the text at the top of the Talk page that says, """"This is not a forum for general discussion of the article's subject.""""

If you have any questions or comments, feel free to contact me on my Talk page.

Cheers,

  """
1	"""::You ought to get cool, it's not like I held up a mirror to you and called out """"white trash"""".  - 19 May 2015

"""
1	"FINE 

CUNT FUCK FAGGOT JIZZ BITCH CUNT WHORE SHIT ASSHOLE FUCKING RETARTED ASS WIPING MUTHER FUCKER!!!
YOU PIECE OF FUCKING CUNT SHIT!!!"
0	SO WHAT IF I LOVE MICHAEL JACKSON@@@@@@@@@@@@@@@@@@@@@@U GOT A PROBLEM WIT THAT (GEORGE BUSH)
0	"Talk:Chelsea Manning 

This talk page is for discussion of improvements to the article. For complaints about individual users, you should go to WP:ANI or a similar venue."
0	Actually, there's no reason why you have to be the bad guy, so I'll block this one.
0	"International Property Rights Index 

Does anyone have some information on this source.  I wanted to confirm it but, when I went to the site, it was just a general thing and I didn't see CEPOS (although it's possible I didn't look enough into it)."
1	"""""""John Henry Haines was born on April 20, 1420, in Houston, Texas to missionary parents.""""  WTF does this have to do with this article?

"""
1	"Unblock Request To Wikieditor 006 and Ale_jrb 

How could you fucking block me for saying something on my own talk page? Even wikipedia guidlines allow me to edit this even when I'm blocked. This is a blatant vendetta, and I intend to let the higher-ups know that you've been abusing your admin powers unless I am unblocked IMMEDIATELY.

Thanks -67.173.77.52"
